mean_SFR mean_SFR_spi mean_SFR_ell mean_SSFR mean_SSFR_spi mean_SSFR_ell mean_e mean_e_spi mean_e_ell std_e std_e_spi std_e_ell split_fracs
4.860243e-01 6.514280e-01 2.668042e-02 3.115916e-10 4.226598e-10 3.143360e-12 2.385158e-01 2.479797e-01 2.122337e-01 2.186703e-01 2.141468e-01 2.287235e-01 3.600868e-01
1.106609e-01 3.412982e-01 5.997436e-03 6.646678e-11 2.078525e-10 2.305780e-12 1.799352e-01 1.848114e-01 1.777223e-01 1.808550e-01 1.506774e-01 1.929587e-01 2.203608e+00
2.759706e-01 3.615997e-01 1.620480e-02 1.898944e-10 2.509782e-10 4.589774e-12 2.216271e-01 2.138458e-01 2.452327e-01 1.824542e-01 1.575064e-01 2.414072e-01 3.296399e-01
2.425719e-01 4.373439e-01 1.757661e-02 3.784213e-10 7.025478e-10 3.999243e-12 3.801985e-01 3.373959e-01 4.296428e-01 3.577666e-01 3.285754e-01 3.828577e-01 8.656716e-01
2.375259e-01 5.162596e-01 6.860814e-03 1.181223e-10 2.584203e-10 2.019153e-12 1.694069e-01 1.553099e-01 1.810729e-01 1.875323e-01 1.325699e-01 2.223226e-01 1.208392e+00
1.371805e-01 3.200943e-01 6.050485e-03 1.040438e-10 2.453165e-10 2.766104e-12 1.879406e-01 1.763714e-01 1.962345e-01 1.911146e-01 1.520559e-01 2.144042e-01 1.394904e+00
4.181098e-01 5.884427e-01 1.451304e-02 1.770281e-10 2.510706e-10 1.587330e-12 1.975521e-01 1.825313e-01 2.331431e-01 1.964319e-01 1.506487e-01 2.728296e-01 4.220374e-01
1.290913e-01 3.318689e-01 4.552622e-03 8.677037e-11 2.252212e-10 1.738889e-12 1.790770e-01 1.701703e-01 1.845471e-01 1.810722e-01 1.430093e-01 2.007100e-01 1.628231e+00
7.104845e-02 1.561014e-01 9.600478e-03 8.065456e-11 1.874805e-10 3.476377e-12 2.536526e-01 2.624352e-01 2.473074e-01 2.096411e-01 2.089678e-01 2.098977e-01 1.384146e+00
3.690996e-01 5.945064e-01 8.535814e-03 2.020191e-10 3.269489e-10 2.179807e-12 1.811272e-01 1.731781e-01 1.938426e-01 1.831652e-01 1.541436e-01 2.212368e-01 6.251511e-01
1.571441e-01 2.127634e-01 3.634838e-03 1.443335e-10 1.952063e-10 3.924395e-12 2.683122e-01 2.751335e-01 2.494854e-01 1.979006e-01 2.006139e-01 1.889376e-01 3.623188e-01
2.870642e-01 3.305742e-01 5.591762e-02 3.047534e-10 3.613541e-10 4.062102e-12 2.231352e-01 2.207938e-01 2.355738e-01 1.824903e-01 1.825173e-01 1.818418e-01 1.882353e-01
3.640342e-01 4.717433e-01 5.141509e-02 4.278268e-10 5.733501e-10 5.454485e-12 3.424483e-01 3.152089e-01 4.215091e-01 3.451384e-01 3.361009e-01 3.585886e-01 3.445378e-01
4.002688e-01 5.462856e-01 2.406089e-02 3.018162e-10 4.164674e-10 6.420687e-12 2.548621e-01 2.344261e-01 3.075149e-01 2.443161e-01 2.056285e-01 3.173190e-01 3.881279e-01
8.637873e-02 2.865324e-01 4.243957e-03 6.494608e-11 2.180553e-10 2.116413e-12 1.825644e-01 1.804605e-01 1.834277e-01 2.066556e-01 1.640883e-01 2.217658e-01 2.436893e+00
9.813847e-02 2.509073e-01 4.840369e-03 9.217002e-11 2.403290e-10 1.687201e-12 2.096576e-01 2.115529e-01 2.085001e-01 1.927805e-01 1.761422e-01 2.022609e-01 1.637427e+00
1.006007e+00 1.282318e+00 2.247239e-02 2.609918e-10 3.337428e-10 2.032863e-12 1.909305e-01 1.856782e-01 2.096262e-01 1.778243e-01 1.616858e-01 2.251158e-01 2.809365e-01
7.207447e-02 2.477973e-01 6.805992e-03 5.007803e-11 1.785094e-10 2.374938e-12 1.861411e-01 1.743035e-01 1.905379e-01 1.900897e-01 1.417884e-01 2.049800e-01 2.692308e+00
1.930898e-01 2.737691e-01 2.373595e-02 1.906852e-10 2.801586e-10 2.871663e-12 2.513852e-01 2.456257e-01 2.634749e-01 2.365017e-01 1.989895e-01 3.000144e-01 4.763948e-01
1.993334e-01 5.076331e-01 5.846556e-03 9.344520e-11 2.394505e-10 1.813217e-12 1.650102e-01 1.569978e-01 1.700387e-01 1.784134e-01 1.392768e-01 1.989192e-01 1.593388e+00
1.511472e-01 2.723340e-01 1.594834e-02 1.167910e-10 2.184799e-10 3.344245e-12 2.237807e-01 2.211059e-01 2.267647e-01 2.175105e-01 1.990116e-01 2.364107e-01 8.963585e-01
1.798031e-01 2.819803e-01 1.260393e-02 1.259547e-10 2.013451e-10 2.588571e-12 2.189553e-01 2.148616e-01 2.256540e-01 1.824337e-01 1.754269e-01 1.931656e-01 6.111111e-01
4.388942e-01 6.436840e-01 4.998747e-02 2.710376e-10 4.130187e-10 1.408021e-12 1.938026e-01 1.928007e-01 1.957054e-01 1.890724e-01 1.690538e-01 2.221655e-01 5.265781e-01
1.681549e-01 3.422601e-01 5.491030e-03 1.126883e-10 2.311309e-10 2.029095e-12 1.838147e-01 1.700994e-01 1.966287e-01 1.927275e-01 1.510198e-01 2.240507e-01 1.070336e+00
5.308337e-01 9.306450e-01 1.532890e-02 1.978916e-10 3.501726e-10 1.545187e-12 2.122004e-01 1.937704e-01 2.359636e-01 2.275320e-01 1.661906e-01 2.861963e-01 7.755725e-01
1.934380e-01 4.532815e-01 6.146506e-03 1.090237e-10 2.574995e-10 2.004388e-12 1.785244e-01 1.638564e-01 1.890969e-01 1.984805e-01 1.470443e-01 2.278987e-01 1.387374e+00
2.743052e-01 5.106735e-01 8.155666e-03 1.316297e-10 2.463607e-10 2.443260e-12 1.683534e-01 1.612469e-01 1.763552e-01 1.699290e-01 1.365256e-01 2.007021e-01 8.881037e-01
3.480685e-01 5.643120e-01 1.775656e-02 1.912462e-10 3.147794e-10 2.549228e-12 1.914328e-01 1.880909e-01 1.965376e-01 1.799215e-01 1.566476e-01 2.104612e-01 6.546645e-01
3.109883e-01 7.487562e-01 7.196120e-03 1.104454e-10 2.670554e-10 1.764794e-12 1.777851e-01 1.896506e-01 1.695510e-01 1.785522e-01 1.648157e-01 1.870523e-01 1.441011e+00
3.158817e-01 4.984077e-01 1.927684e-02 1.621440e-10 2.607825e-10 1.856492e-12 1.938067e-01 1.757917e-01 2.230812e-01 2.054975e-01 1.588025e-01 2.617015e-01 6.153846e-01
1.231010e+00 1.456805e+00 2.018063e-01 9.107417e-10 1.109592e-09 4.353331e-12 3.373743e-01 3.189323e-01 4.214355e-01 3.260798e-01 3.138793e-01 3.651037e-01 2.193878e-01
1.194280e+00 1.547791e+00 1.702473e-02 4.973364e-10 6.461870e-10 1.636100e-12 2.310393e-01 2.384574e-01 2.063357e-01 1.954091e-01 1.986155e-01 1.821641e-01 3.002833e-01
2.607558e-01 3.626468e-01 4.253977e-03 1.922881e-10 2.679086e-10 1.920047e-12 2.256004e-01 2.159323e-01 2.499390e-01 2.180224e-01 1.848386e-01 2.834784e-01 3.972332e-01
1.180646e+00 1.357636e+00 5.233215e-02 6.301091e-10 7.288048e-10 9.235715e-13 3.064153e-01 2.932017e-01 3.906521e-01 2.718091e-01 2.409863e-01 4.079620e-01 1.568627e-01
5.442391e-02 1.457232e-01 3.168143e-03 5.304040e-11 1.438502e-10 2.059469e-12 2.189944e-01 1.964369e-01 2.316582e-01 2.108587e-01 1.725161e-01 2.286214e-01 1.781250e+00
4.487694e-01 5.967304e-01 2.163685e-02 5.044576e-10 6.779802e-10 3.534201e-12 2.607756e-01 2.472356e-01 2.998629e-01 2.533293e-01 2.325914e-01 3.020081e-01 3.464052e-01
3.133789e-01 5.413476e-01 2.382205e-02 2.775753e-10 4.946062e-10 1.911100e-12 3.057412e-01 2.571440e-01 3.674675e-01 3.172681e-01 2.448794e-01 3.814919e-01 7.873016e-01
3.026987e-01 4.938873e-01 1.380495e-02 1.936893e-10 3.203240e-10 2.339055e-12 2.000163e-01 1.832273e-01 2.253853e-01 2.139036e-01 1.709901e-01 2.639001e-01 6.617954e-01
3.351007e-01 4.756331e-01 6.596787e-02 2.444505e-10 3.702927e-10 3.451030e-12 2.382302e-01 2.239843e-01 2.655125e-01 2.505710e-01 2.164515e-01 3.035936e-01 5.221675e-01
4.598780e-01 8.615186e-01 1.048548e-02 1.476626e-10 2.779991e-10 1.830109e-12 1.891412e-01 1.858499e-01 1.928239e-01 1.863024e-01 1.641090e-01 2.082891e-01 8.937409e-01
1.055702e-01 3.146390e-01 8.787803e-03 6.046678e-11 1.856356e-10 2.523440e-12 1.890531e-01 1.859833e-01 1.904741e-01 2.010893e-01 1.773069e-01 2.111787e-01 2.160194e+00
1.629290e-01 2.526270e-01 1.037691e-02 1.620636e-10 2.559576e-10 2.375392e-12 2.552322e-01 2.250304e-01 3.065972e-01 2.521296e-01 1.813319e-01 3.340237e-01 5.879828e-01
4.157798e-01 8.305759e-01 1.107172e-02 1.702934e-10 3.425788e-10 2.198061e-12 2.064512e-01 1.946162e-01 2.179983e-01 2.219036e-01 1.625709e-01 2.668863e-01 1.024927e+00
3.558560e-01 5.195503e-01 2.169384e-02 2.452517e-10 3.638699e-10 3.106993e-12 2.455238e-01 2.387210e-01 2.594108e-01 2.439315e-01 2.059576e-01 3.067413e-01 4.898649e-01
2.228676e-01 4.134659e-01 4.613952e-03 1.315665e-10 2.446705e-10 2.051369e-12 1.773884e-01 1.727747e-01 1.826714e-01 1.749743e-01 1.573288e-01 1.930756e-01 8.732877e-01
3.254315e-01 6.169596e-01 5.555224e-03 1.357576e-10 2.578675e-10 1.773611e-12 1.823534e-01 1.691999e-01 1.967860e-01 1.898541e-01 1.465004e-01 2.272589e-01 9.113772e-01
3.242759e-01 5.323241e-01 4.349743e-03 1.686656e-10 2.770514e-10 1.995243e-12 1.645635e-01 1.630282e-01 1.669244e-01 1.679161e-01 1.459289e-01 1.969721e-01 6.503006e-01
1.176620e-01 2.358893e-01 4.008300e-03 1.071205e-10 2.162568e-10 2.206166e-12 1.829701e-01 1.789347e-01 1.868494e-01 1.734953e-01 1.486040e-01 1.943637e-01 1.040241e+00
2.767077e-01 4.900284e-01 3.891969e-03 1.470209e-10 2.606198e-10 1.739258e-12 1.878093e-01 1.654612e-01 2.163903e-01 2.045219e-01 1.463338e-01 2.578433e-01 7.819225e-01
1.424250e+00 1.662745e+00 8.991588e-02 4.042038e-10 4.758217e-10 3.513686e-12 2.160107e-01 2.155775e-01 2.184341e-01 1.876631e-01 1.834661e-01 2.095830e-01 1.787365e-01
4.265571e-01 5.710150e-01 2.806796e-02 2.939362e-10 3.995938e-10 2.478166e-12 1.993122e-01 1.882537e-01 2.298170e-01 2.052987e-01 1.642215e-01 2.876644e-01 3.625140e-01
3.611614e+00 4.024320e+00 2.325803e-01 1.461860e-09 1.640135e-09 2.233138e-12 2.561975e-01 2.606638e-01 2.196293e-01 2.195698e-01 2.243818e-01 1.709373e-01 1.221374e-01
6.537746e-01 1.044941e+00 1.327640e-02 2.820793e-10 4.535060e-10 1.384536e-12 2.437886e-01 2.363446e-01 2.559774e-01 2.287751e-01 1.790470e-01 2.920714e-01 6.107226e-01
1.546598e+00 1.887124e+00 3.007040e-02 4.452033e-10 5.449067e-10 1.175177e-12 2.112025e-01 2.077735e-01 2.264738e-01 2.062349e-01 1.943544e-01 2.518776e-01 2.245431e-01
7.974769e-01 1.267845e+00 1.183498e-01 4.370991e-10 7.383852e-10 2.096092e-12 3.186638e-01 2.661599e-01 3.944700e-01 3.216848e-01 2.440499e-01 3.964443e-01 6.926070e-01
2.385184e+00 2.764462e+00 2.254042e-01 1.298122e-09 1.525808e-09 1.573386e-12 3.192584e-01 3.162545e-01 3.363644e-01 3.064809e-01 2.992752e-01 3.441546e-01 1.756098e-01
1.601199e+00 2.143345e+00 3.801094e-02 2.841293e-10 3.823081e-10 1.046830e-12 2.165527e-01 2.122774e-01 2.288797e-01 1.952187e-01 1.682164e-01 2.572965e-01 3.468208e-01
4.701638e-01 7.956372e-01 1.079307e-02 2.245251e-10 3.822510e-10 1.912100e-12 2.012682e-01 2.085721e-01 1.909596e-01 1.855953e-01 1.703202e-01 2.047859e-01 7.085202e-01
1.324452e-01 5.761829e-01 4.122511e-03 5.752844e-11 2.513737e-10 1.471121e-12 1.719572e-01 1.482874e-01 1.788021e-01 2.098801e-01 1.350292e-01 2.265096e-01 3.457983e+00
2.080870e-01 4.816259e-01 7.137632e-03 9.709478e-11 2.269746e-10 1.681459e-12 1.620985e-01 1.508378e-01 1.703709e-01 1.734819e-01 1.231762e-01 2.022318e-01 1.361233e+00
5.140568e-01 7.815710e-01 1.662194e-02 2.287217e-10 3.505692e-10 2.149933e-12 1.898362e-01 1.863117e-01 1.963900e-01 1.881752e-01 1.593071e-01 2.323716e-01 5.377875e-01
1.653006e-01 3.175834e-01 1.080010e-02 9.516896e-11 1.861875e-10 2.824880e-12 2.277763e-01 2.255631e-01 2.300219e-01 1.984822e-01 1.680425e-01 2.251768e-01 9.856459e-01
6.449705e-01 8.092751e-01 3.307750e-02 3.439243e-10 4.357241e-10 2.049250e-12 2.246608e-01 2.251665e-01 2.227775e-01 2.108114e-01 1.936305e-01 2.651696e-01 2.685185e-01
8.703550e-02 2.012858e-01 5.033273e-03 9.670625e-11 2.278363e-10 2.588702e-12 2.140469e-01 1.835914e-01 2.359060e-01 2.107136e-01 1.506795e-01 2.425464e-01 1.393258e+00
3.012985e-01 4.786691e-01 8.490398e-03 2.013481e-10 3.225022e-10 1.343662e-12 2.003354e-01 1.808503e-01 2.325020e-01 2.197458e-01 1.664131e-01 2.839460e-01 6.057572e-01
3.517654e-01 7.298307e-01 1.025737e-02 1.221825e-10 2.551558e-10 2.067019e-12 1.829874e-01 1.619327e-01 2.020062e-01 2.058785e-01 1.430751e-01 2.478309e-01 1.107046e+00
1.216850e-01 3.875894e-01 6.520950e-03 7.444814e-11 2.419607e-10 1.897870e-12 1.962476e-01 1.902944e-01 1.988259e-01 2.215745e-01 1.652548e-01 2.418861e-01 2.308917e+00
6.554772e-01 8.527079e-01 4.420230e-02 5.834936e-10 7.706797e-10 3.349604e-12 2.477263e-01 2.368215e-01 2.815234e-01 2.388141e-01 2.238518e-01 2.774462e-01 3.226545e-01
7.837029e-01 1.066178e+00 1.130779e-01 2.048459e-10 2.902111e-10 2.180300e-12 1.944363e-01 1.889218e-01 2.075284e-01 1.803397e-01 1.681322e-01 2.058594e-01 4.212121e-01
2.016139e-01 2.677773e-01 1.217765e-02 2.597325e-10 3.489696e-10 4.232473e-12 2.468933e-01 2.411736e-01 2.632698e-01 1.951351e-01 1.859623e-01 2.184599e-01 3.492647e-01
2.722881e-01 5.180850e-01 7.128575e-03 1.339407e-10 2.564615e-10 1.768243e-12 1.844000e-01 1.813216e-01 1.877209e-01 1.945206e-01 1.561013e-01 2.287986e-01 9.269777e-01
1.402031e+00 1.917173e+00 8.454548e-02 2.744709e-10 3.811331e-10 1.679980e-12 2.315155e-01 2.301181e-01 2.350895e-01 2.029529e-01 1.728417e-01 2.647869e-01 3.910035e-01
6.417664e-01 8.007760e-01 6.119611e-02 3.207220e-10 4.077278e-10 3.049788e-12 2.390029e-01 2.364181e-01 2.484402e-01 2.193347e-01 1.995908e-01 2.796317e-01 2.738854e-01
1.869121e-01 2.279163e-01 2.755533e-02 2.046869e-10 2.562953e-10 4.118014e-12 2.833600e-01 2.600450e-01 3.739703e-01 2.209297e-01 1.871894e-01 3.033192e-01 2.573099e-01
3.842651e-01 5.946227e-01 1.340744e-02 2.015191e-10 3.151241e-10 1.234942e-12 1.896242e-01 1.890114e-01 1.907045e-01 1.795348e-01 1.604615e-01 2.089585e-01 5.672192e-01
3.097590e-01 4.400615e-01 3.476224e-02 2.494702e-10 3.668172e-10 1.815550e-12 2.007613e-01 1.923043e-01 2.186094e-01 2.048908e-01 1.737891e-01 2.576173e-01 4.738331e-01
3.164527e-01 6.274214e-01 1.282073e-02 1.376824e-10 2.767818e-10 1.864802e-12 1.679486e-01 1.614224e-01 1.743207e-01 1.793374e-01 1.385000e-01 2.115494e-01 1.024164e+00
5.238897e-01 8.340397e-01 3.071829e-02 2.115973e-10 3.431541e-10 2.407907e-12 2.035261e-01 2.061719e-01 1.993190e-01 2.044854e-01 1.690306e-01 2.506853e-01 6.288889e-01
1.421728e-01 2.459418e-01 2.060029e-02 1.012107e-10 1.839736e-10 4.248412e-12 2.166045e-01 2.091455e-01 2.253433e-01 1.953942e-01 1.669483e-01 2.238591e-01 8.535565e-01
6.714284e-01 9.277855e-01 2.430012e-02 2.962218e-10 4.129851e-10 1.473195e-12 2.095907e-01 2.055007e-01 2.199153e-01 2.005527e-01 1.632972e-01 2.725634e-01 3.961456e-01
2.954082e-01 4.638255e-01 9.386606e-03 1.871436e-10 2.954135e-10 3.269735e-12 1.860824e-01 1.717442e-01 2.104328e-01 1.991588e-01 1.570093e-01 2.534116e-01 5.888268e-01
2.145206e-01 3.209141e-01 1.311888e-02 1.679812e-10 2.544470e-10 4.302370e-12 2.268635e-01 2.074882e-01 2.635408e-01 2.302076e-01 1.867443e-01 2.919669e-01 5.282651e-01
1.162018e-01 3.010722e-01 5.427699e-03 7.280612e-11 1.911021e-10 1.923342e-12 1.937853e-01 1.877998e-01 1.973719e-01 1.957416e-01 1.549363e-01 2.164595e-01 1.668896e+00
6.578261e-01 9.351115e-01 2.320562e-02 2.961430e-10 4.248746e-10 1.516412e-12 1.794749e-01 1.739457e-01 1.921295e-01 1.781039e-01 1.503145e-01 2.288641e-01 4.369311e-01
1.691680e-01 2.708560e-01 6.242595e-03 1.586595e-10 2.562300e-10 2.331093e-12 2.087903e-01 2.154662e-01 1.980940e-01 1.815987e-01 1.712659e-01 1.965555e-01 6.241379e-01
5.162171e-01 7.742981e-01 3.524762e-02 1.945517e-10 2.976921e-10 2.335646e-12 1.947955e-01 1.968591e-01 1.909496e-01 1.789259e-01 1.564667e-01 2.145458e-01 5.365854e-01
2.740512e-01 6.137133e-01 6.449639e-03 1.202803e-10 2.704131e-10 1.998661e-12 1.732993e-01 1.618077e-01 1.823529e-01 1.918418e-01 1.476561e-01 2.200812e-01 1.269283e+00
5.377383e-01 7.896954e-01 1.906981e-02 2.645545e-10 3.926426e-10 8.774894e-13 2.340365e-01 1.965657e-01 3.111723e-01 2.531759e-01 1.629431e-01 3.640764e-01 4.857768e-01
5.374171e-01 8.624749e-01 2.291680e-02 2.023058e-10 3.287462e-10 2.176569e-12 1.769167e-01 1.728352e-01 1.833768e-01 1.803439e-01 1.473735e-01 2.226161e-01 6.317935e-01
7.468178e-01 1.034824e+00 1.018623e-02 3.178593e-10 4.416971e-10 1.120268e-12 2.194768e-01 2.222909e-01 2.122793e-01 2.041587e-01 1.905244e-01 2.353133e-01 3.909774e-01
9.418944e-02 3.563384e-01 4.497538e-03 5.335079e-11 2.035862e-10 1.949105e-12 1.702922e-01 1.658731e-01 1.718042e-01 1.876387e-01 1.592640e-01 1.963851e-01 2.922772e+00
8.547309e-01 1.115077e+00 4.543805e-02 2.283159e-10 3.013863e-10 1.174833e-12 1.933383e-01 1.924262e-01 1.961738e-01 1.665990e-01 1.527573e-01 2.036802e-01 3.216958e-01
6.002525e-01 1.057902e+00 7.090751e-03 2.428493e-10 4.289056e-10 1.700966e-12 2.277218e-01 2.328514e-01 2.210733e-01 2.216319e-01 1.971170e-01 2.496951e-01 7.715431e-01
5.107839e-01 7.452573e-01 8.199532e-03 2.720372e-10 3.980072e-10 2.025604e-12 1.923943e-01 1.861581e-01 2.057615e-01 1.853954e-01 1.639154e-01 2.240361e-01 4.665354e-01
2.670290e-01 4.162147e-01 2.109089e-02 1.439856e-10 2.298772e-10 2.390283e-12 1.824545e-01 1.738676e-01 1.966103e-01 1.889762e-01 1.562582e-01 2.324024e-01 6.065990e-01
3.287477e-01 6.062556e-01 4.820257e-03 1.461624e-10 2.701603e-10 1.423023e-12 1.617858e-01 1.555208e-01 1.690987e-01 1.692999e-01 1.432242e-01 1.951298e-01 8.566978e-01
3.129285e-01 7.844536e-01 1.165946e-02 9.576107e-11 2.423629e-10 2.093579e-12 1.720170e-01 1.726831e-01 1.715913e-01 1.845041e-01 1.409029e-01 2.076210e-01 1.565130e+00
8.303296e-01 1.130747e+00 2.688796e-02 2.318336e-10 3.178514e-10 1.785998e-12 1.857314e-01 1.906657e-01 1.725349e-01 1.809543e-01 1.700777e-01 2.066789e-01 3.739130e-01
1.100164e+00 1.389354e+00 5.106002e-02 5.052206e-10 6.441098e-10 1.367230e-12 2.375968e-01 2.334126e-01 2.527761e-01 2.195231e-01 2.019076e-01 2.735465e-01 2.756539e-01
3.928809e-01 6.150774e-01 5.899193e-02 3.072313e-10 5.096339e-10 3.086079e-12 2.742183e-01 2.476206e-01 3.141859e-01 2.935456e-01 2.520078e-01 3.428713e-01 6.654804e-01
2.690119e-01 4.423661e-01 8.980759e-03 1.491345e-10 2.476296e-10 1.391819e-12 2.015096e-01 1.964542e-01 2.090926e-01 2.146664e-01 1.647697e-01 2.727357e-01 6.666667e-01
6.363162e-01 9.106246e-01 6.555998e-03 2.505413e-10 3.589973e-10 1.546698e-12 2.068215e-01 1.941830e-01 2.358369e-01 2.098070e-01 1.637012e-01 2.869604e-01 4.355758e-01
1.032791e-01 2.672102e-01 4.228909e-03 7.422331e-11 1.931666e-10 2.355627e-12 1.824106e-01 1.678457e-01 1.912109e-01 1.836333e-01 1.420650e-01 2.041958e-01 1.655031e+00
2.929044e-01 4.589701e-01 8.002664e-03 2.226033e-10 3.509467e-10 2.417819e-12 2.251340e-01 2.190690e-01 2.355391e-01 2.170078e-01 1.984034e-01 2.453159e-01 5.828877e-01
4.716152e-01 7.339311e-01 1.571879e-02 1.618679e-10 2.535876e-10 2.461956e-12 1.667388e-01 1.669640e-01 1.663473e-01 1.589373e-01 1.425549e-01 1.839699e-01 5.753846e-01
4.529354e-01 5.851933e-01 4.029077e-02 2.898206e-10 3.818749e-10 2.611347e-12 1.991709e-01 1.996387e-01 1.977113e-01 1.760805e-01 1.704883e-01 1.924795e-01 3.205128e-01
1.145357e+00 1.286415e+00 3.477363e-01 7.050714e-10 8.288101e-10 5.384888e-12 2.362332e-01 2.324364e-01 2.577021e-01 2.109586e-01 2.100350e-01 2.148480e-01 1.768489e-01
7.021521e-01 8.159896e-01 7.237376e-02 3.406015e-10 4.012828e-10 4.897023e-12 2.191368e-01 2.136406e-01 2.495431e-01 1.970038e-01 1.802074e-01 2.697593e-01 1.807580e-01
8.694140e-01 1.132397e+00 2.750327e-02 3.708460e-10 4.863121e-10 1.194144e-12 2.256610e-01 2.178900e-01 2.505391e-01 2.205038e-01 2.016243e-01 2.707829e-01 3.123644e-01
1.872697e-01 2.421049e-01 1.566779e-02 2.496535e-10 3.274624e-10 6.157485e-12 2.402250e-01 2.219610e-01 2.973805e-01 1.970712e-01 1.817468e-01 2.295498e-01 3.195489e-01
4.470452e-01 7.437344e-01 3.168043e-02 1.435889e-10 2.441539e-10 2.797867e-12 1.816153e-01 1.780584e-01 1.865949e-01 1.787411e-01 1.536379e-01 2.087754e-01 7.142857e-01
3.759675e-01 4.956504e-01 1.047592e-01 2.962187e-10 4.251332e-10 4.091237e-12 2.414786e-01 2.346849e-01 2.568734e-01 2.250709e-01 2.087113e-01 2.576750e-01 4.412955e-01
1.518924e+00 1.765337e+00 2.675336e-01 4.923328e-10 5.885007e-10 3.951056e-12 2.287613e-01 2.183700e-01 2.815329e-01 2.129654e-01 2.001556e-01 2.624807e-01 1.969112e-01
2.025751e-01 3.891572e-01 9.922015e-03 1.182329e-10 2.306338e-10 2.174715e-12 1.951229e-01 1.847385e-01 2.058452e-01 1.954812e-01 1.483006e-01 2.339534e-01 9.684874e-01
2.016070e-01 2.999367e-01 9.078891e-03 1.432362e-10 2.145825e-10 3.541377e-12 2.485279e-01 2.361040e-01 2.728538e-01 2.039042e-01 1.713739e-01 2.541374e-01 5.107296e-01
4.103017e-01 6.019087e-01 1.216504e-02 1.983455e-10 2.929864e-10 1.693031e-12 1.956354e-01 1.904006e-01 2.065129e-01 2.023997e-01 1.631743e-01 2.656817e-01 4.812594e-01
1.313990e-01 2.787799e-01 7.383436e-03 1.141753e-10 2.474242e-10 2.051187e-12 2.169643e-01 2.051670e-01 2.268913e-01 2.134989e-01 1.844788e-01 2.347008e-01 1.188406e+00
2.836672e-01 4.048828e-01 1.635058e-02 2.138555e-10 3.096501e-10 2.599965e-12 2.223514e-01 2.384634e-01 1.868195e-01 2.041458e-01 2.115538e-01 1.817945e-01 4.534535e-01
3.759397e-01 4.864788e-01 2.346593e-02 4.912478e-10 6.438207e-10 4.741809e-12 3.096054e-01 2.995929e-01 3.415319e-01 2.947869e-01 2.758855e-01 3.463453e-01 3.136095e-01
2.075684e-01 3.754385e-01 9.608280e-03 1.575820e-10 2.892332e-10 2.333016e-12 1.914546e-01 1.788176e-01 2.063566e-01 1.949006e-01 1.534063e-01 2.337075e-01 8.480000e-01
5.201817e-01 7.999384e-01 3.236489e-02 3.502002e-10 5.502733e-10 1.329073e-12 2.996882e-01 2.737644e-01 3.448919e-01 2.941416e-01 2.536031e-01 3.493177e-01 5.734870e-01
1.343720e-01 2.177549e-01 8.228623e-03 1.246422e-10 2.044177e-10 3.956208e-12 2.646982e-01 2.552891e-01 2.789325e-01 1.992061e-01 1.933676e-01 2.069154e-01 6.610169e-01
3.054664e-01 4.212089e-01 1.231513e-02 2.356883e-10 3.275767e-10 2.954367e-12 2.914600e-01 2.558570e-01 3.816346e-01 2.964206e-01 2.381268e-01 3.942676e-01 3.948220e-01
7.883888e-02 1.779842e-01 3.505745e-03 8.493337e-11 1.946803e-10 1.544838e-12 2.412258e-01 2.122710e-01 2.632263e-01 2.472937e-01 1.870155e-01 2.827099e-01 1.316092e+00
9.344245e-02 2.757443e-01 5.027479e-03 6.972917e-11 2.083464e-10 2.500903e-12 1.888908e-01 1.836380e-01 1.914383e-01 1.876452e-01 1.577948e-01 2.004790e-01 2.061889e+00
1.982815e-01 2.460842e-01 6.222759e-02 3.284202e-10 4.414371e-10 6.756793e-12 3.358861e-01 2.947469e-01 4.529746e-01 3.020211e-01 2.341778e-01 4.197931e-01 3.513514e-01
3.360659e-01 6.385013e-01 1.302508e-02 1.537489e-10 2.962301e-10 1.560319e-12 1.659263e-01 1.618715e-01 1.702574e-01 1.769839e-01 1.464129e-01 2.045658e-01 9.362140e-01
1.235868e-01 4.215011e-01 8.543939e-03 5.319505e-11 1.859875e-10 1.915816e-12 1.808973e-01 1.907760e-01 1.770826e-01 1.570043e-01 1.502077e-01 1.593876e-01 2.589595e+00
4.554935e-01 6.240378e-01 1.755443e-02 2.355197e-10 3.253166e-10 2.194996e-12 1.829019e-01 1.778775e-01 1.959572e-01 1.958770e-01 1.680136e-01 2.539234e-01 3.848580e-01
1.923058e-01 3.970165e-01 9.734247e-03 1.074385e-10 2.246225e-10 2.927786e-12 1.912178e-01 1.765752e-01 2.042768e-01 2.104744e-01 1.489488e-01 2.523091e-01 1.121262e+00
6.203764e-02 3.600484e-01 4.117045e-03 2.874025e-11 1.701386e-10 1.258440e-12 1.687429e-01 1.621205e-01 1.700300e-01 1.876049e-01 1.438140e-01 1.949517e-01 5.145161e+00
1.289232e+00 1.401150e+00 2.953945e-01 4.653224e-10 5.169862e-10 6.547926e-12 2.538853e-01 2.596927e-01 2.023153e-01 2.332702e-01 2.276260e-01 2.730503e-01 1.126126e-01
1.440517e-01 3.514670e-01 5.578343e-03 8.773414e-11 2.160638e-10 2.059532e-12 1.726235e-01 1.737748e-01 1.718549e-01 1.634894e-01 1.401530e-01 1.773639e-01 1.497872e+00
